-181.0,188.0
-181.0,189.0
-181.0,190.0
-181.0,191.0
-181.0,193.0
-181.0,199.0
-181.0,201.0
-181.0,202.0
-181.0,203.0
-181.0,204.0
-181.0,205.0
-181.0,206.0
-181.0,207.0
-183.0,207.0
-183.0,209.0
-184.0,209.0
-185.0,209.0
-186.0,209.0
-187.0,209.0
-188.0,209.0
-189.0,210.0
-190.0,210.0
-192.0,210.0
-193.0,210.0
-194.0,210.0
-195.0,210.0
-196.0,210.0
-197.0,208.0
-198.0,208.0
-200.0,208.0
-201.0,207.0
-202.0,206.0
-203.0,205.0
-204.0,204.0
-205.0,204.0
-206.0,203.0
-208.0,202.0
-208.0,200.0
-209.0,200.0
-209.0,199.0
-210.0,198.0
-211.0,196.0
-211.0,195.0
-211.0,193.0
-212.0,192.0
-212.0,191.0
-213.0,190.0
-214.0,189.0
-214.0,188.0
-216.0,187.0
-216.0,185.0
-216.0,184.0
-217.0,183.0
-217.0,182.0
-217.0,181.0
-217.0,180.0
-218.0,179.0
-218.0,177.0
-218.0,176.0
-219.0,175.0
-219.0,173.0
-220.0,172.0
-220.0,171.0
-220.0,169.0
-221.0,168.0
-222.0,167.0
-222.0,165.0
-222.0,164.0
-224.0,162.0
-224.0,161.0
-224.0,160.0
-226.0,156.0
-227.0,154.0
-229.0,152.0
-231.0,151.0
-232.0,150.0
-233.0,149.0
-234.0,147.0
-235.0,146.0
-236.0,145.0
-236.0,144.0
-237.0,143.0
-239.0,142.0
-240.0,141.0
-241.0,139.0
-242.0,138.0
-243.0,137.0
-244.0,136.0
-245.0,135.0
-245.0,134.0
-246.0,134.0
-248.0,134.0
-249.0,133.0
-250.0,131.0
-251.0,130.0
-252.0,130.0
-252.0,164.0
-251.0,164.0
-249.0,164.0
-248.0,164.0
-247.0,164.0
-246.0,164.0
-245.0,164.0
-244.0,164.0
-241.0,164.0
-239.0,164.0
-237.0,164.0
-235.0,164.0
-232.0,164.0
-231.0,164.0
-230.0,164.0
-229.0,164.0
-228.0,164.0
-227.0,165.0
-225.0,165.0
-224.0,165.0
-223.0,165.0
-222.0,165.0
-221.0,165.0
-220.0,165.0
-219.0,165.0
-217.0,165.0
-216.0,165.0
-215.0,165.0
-214.0,165.0
-213.0,165.0
-212.0,165.0
-211.0,165.0
-210.0,165.0
-208.0,165.0
-207.0,165.0
-206.0,165.0
-205.0,165.0
-204.0,165.0
-203.0,165.0
-202.0,165.0
-200.0,165.0
-199.0,165.0
-198.0,165.0
-197.0,165.0
-196.0,165.0
-195.0,165.0
-194.0,165.0
-145.0,160.0
-146.0,160.0
-148.0,160.0
-149.0,160.0
-150.0,159.0
-151.0,158.0
-152.0,157.0
-153.0,157.0
-153.0,156.0
-154.0,156.0
-156.0,155.0
-156.0,153.0
-157.0,153.0
-157.0,152.0
-158.0,152.0
-159.0,151.0
-159.0,150.0
-160.0,149.0
-160.0,148.0
-160.0,147.0
-161.0,147.0
-161.0,145.0
-161.0,144.0
-161.0,143.0
-161.0,142.0
-161.0,141.0
-161.0,140.0
-161.0,139.0
-161.0,137.0
-161.0,136.0
-161.0,135.0
-161.0,134.0
-160.0,134.0
-160.0,133.0
-159.0,133.0
-159.0,132.0
-158.0,131.0
-158.0,130.0
-157.0,130.0
-155.0,130.0
-155.0,128.0
-154.0,128.0
-152.0,127.0
-150.0,127.0
-149.0,127.0
-147.0,127.0
-146.0,127.0
-145.0,127.0
-144.0,127.0
-143.0,127.0
-142.0,127.0
-141.0,129.0
-136.0,131.0
-134.0,133.0
-133.0,133.0
-131.0,134.0
-130.0,135.0
-129.0,136.0
-128.0,138.0
-127.0,139.0
-126.0,140.0
-126.0,141.0
-125.0,142.0
-124.0,142.0
-124.0,143.0
-122.0,144.0
-122.0,146.0
-121.0,147.0
-121.0,148.0
-121.0,149.0
-121.0,150.0
-121.0,151.0
-121.0,152.0
-121.0,154.0
-121.0,155.0
-121.0,156.0
-121.0,157.0
-121.0,158.0
-123.0,159.0
-124.0,160.0
-126.0,160.0
-127.0,160.0
-128.0,160.0
-129.0,160.0
-130.0,160.0
-132.0,160.0
-133.0,160.0
-134.0,160.0
-135.0,160.0
-136.0,160.0
-137.0,160.0
-138.0,160.0
-140.0,159.0
-141.0,159.0
-142.0,159.0
-143.0,158.0
-144.0,158.0
-145.0,158.0
-145.0,157.0
-146.0,157.0
-50.0,159.0
-50.0,160.0
-51.0,160.0
-52.0,160.0
-53.0,160.0
-54.0,160.0
-56.0,160.0
-57.0,160.0
-58.0,160.0
-59.0,160.0
-60.0,160.0
-61.0,159.0
-62.0,159.0
-63.0,158.0
-65.0,157.0
-66.0,156.0
-67.0,155.0
-68.0,153.0
-69.0,153.0
-70.0,152.0
-71.0,151.0
-73.0,150.0
-74.0,149.0
-74.0,148.0
-75.0,147.0
-76.0,145.0
-76.0,144.0
-78.0,142.0
-79.0,140.0
-79.0,137.0
-81.0,135.0
-81.0,133.0
-81.0,131.0
-81.0,130.0
-80.0,128.0
-80.0,127.0
-79.0,126.0
-78.0,125.0
-77.0,124.0
-76.0,123.0
-75.0,123.0
-74.0,122.0
-72.0,122.0
-71.0,120.0
-70.0,119.0
-69.0,119.0
-68.0,119.0
-67.0,119.0
-66.0,119.0
-64.0,119.0
-63.0,119.0
-62.0,119.0
-61.0,119.0
-60.0,121.0
-58.0,123.0
-57.0,125.0
-55.0,126.0
-54.0,127.0
-53.0,129.0
-53.0,130.0
-53.0,131.0
-53.0,132.0
-52.0,133.0
-52.0,134.0
-51.0,135.0
-51.0,136.0
-50.0,138.0
-50.0,139.0
-50.0,141.0
-49.0,142.0
-49.0,143.0
-49.0,144.0
-49.0,146.0
-49.0,147.0
-49.0,148.0
-49.0,149.0
-49.0,150.0
-49.0,151.0
-49.0,152.0
-49.0,154.0
-49.0,155.0
-50.0,155.0
-50.0,153.0
-51.0,152.0
-51.0,151.0
-51.0,149.0
-52.0,146.0
-52.0,145.0
-52.0,142.0
-53.0,141.0
-53.0,140.0
-53.0,138.0
-55.0,135.0
-55.0,134.0
-55.0,133.0
-56.0,130.0
-56.0,129.0
-57.0,128.0
-57.0,127.0
-57.0,124.0
-57.0,123.0
-58.0,122.0
-58.0,121.0
-58.0,120.0
-58.0,119.0
-58.0,117.0
-60.0,116.0
-60.0,115.0
-60.0,114.0
-61.0,113.0
-61.0,112.0
-61.0,111.0
-61.0,109.0
-61.0,108.0
-62.0,107.0
-62.0,106.0
-62.0,105.0
-62.0,104.0
-63.0,102.0
-64.0,99.0
-65.0,97.0
-65.0,95.0
-67.0,92.0
-69.0,90.0
-70.0,88.0
-71.0,86.0
-73.0,82.0
-74.0,81.0
-75.0,81.0
-77.0,80.0
-77.0,79.0
-78.0,79.0
-79.0,79.0
-79.0,78.0
-80.0,78.0
-81.0,78.0
-81.0,76.0
-82.0,76.0
-83.0,76.0
-85.0,76.0
-86.0,76.0
-87.0,76.0
-88.0,76.0
-89.0,76.0
-90.0,76.0
-90.0,77.0
-91.0,77.0
-93.0,77.0
-93.0,78.0
-94.0,78.0
-95.0,79.0
-95.0,80.0
-97.0,81.0
-97.0,83.0
-98.0,86.0
-98.0,88.0
-98.0,90.0
-99.0,91.0
-99.0,93.0
-99.0,94.0
-99.0,95.0
-98.0,96.0
-97.0,96.0
-96.0,97.0
-95.0,97.0
-94.0,97.0
-92.0,98.0
-91.0,98.0
-90.0,99.0
-88.0,99.0
-87.0,99.0
-85.0,101.0
-84.0,101.0
-83.0,102.0
-81.0,103.0
-79.0,104.0
-78.0,105.0
-77.0,106.0
-76.0,107.0
-75.0,109.0
-72.0,110.0
-71.0,111.0
-69.0,112.0
-68.0,113.0
-67.0,115.0
-65.0,116.0
-64.0,117.0
-63.0,118.0
-62.0,119.0
-60.0,121.0
-59.0,124.0
-56.0,126.0
-54.0,128.0
-52.0,130.0
-50.0,133.0
-49.0,134.0
-48.0,137.0
-47.0,139.0
-45.0,142.0
-43.0,145.0
-40.0,146.0
-35.0,149.0
-32.0,152.0
-30.0,155.0
-27.0,158.0
-24.0,161.0
-21.0,163.0
-18.0,166.0
-15.0,171.0
-14.0,174.0
-12.0,176.0
-9.0,181.0
-5.0,184.0
-2.0,188.0
1.0,191.0
2.0,194.0
5.0,197.0
7.0,201.0
11.0,204.0
12.0,207.0
15.0,212.0
16.0,215.0
18.0,218.0
19.0,220.0
20.0,222.0
21.0,223.0
23.0,224.0
24.0,224.0
24.0,225.0
24.0,224.0
22.0,223.0
21.0,221.0
20.0,219.0
19.0,216.0
18.0,215.0
16.0,213.0
15.0,210.0
14.0,207.0
12.0,206.0
11.0,203.0
10.0,201.0
8.0,198.0
7.0,197.0
7.0,196.0
6.0,193.0
5.0,192.0
4.0,190.0
3.0,188.0
3.0,187.0
1.0,186.0
1.0,185.0
0.0,184.0
0.0,181.0
-1.0,180.0
-2.0,175.0
-3.0,172.0
-3.0,169.0
-3.0,166.0
-3.0,163.0
-3.0,161.0
-3.0,160.0
-3.0,159.0
-3.0,158.0
-5.0,157.0
-5.0,155.0
-5.0,152.0
-5.0,150.0
-5.0,147.0
-3.0,144.0
-3.0,143.0
-2.0,141.0
-2.0,140.0
-1.0,139.0
-1.0,138.0
0.0,137.0
0.0,136.0
0.0,135.0
1.0,133.0
2.0,132.0
4.0,131.0
5.0,130.0
6.0,129.0
7.0,128.0
7.0,127.0
8.0,127.0
9.0,126.0
10.0,124.0
12.0,123.0
13.0,122.0
14.0,121.0
15.0,120.0
16.0,119.0
17.0,119.0
18.0,118.0
20.0,116.0
21.0,115.0
22.0,114.0
23.0,113.0
25.0,112.0
26.0,112.0
28.0,112.0
29.0,112.0
30.0,112.0
32.0,112.0
